Price,Close,High,Low,Open,Volume
Ticker,LIN,LIN,LIN,LIN,LIN
Datetime,,,,,
2025-02-24 14:30:00+00:00,457.47601318359375,459.010009765625,457.05499267578125,459.010009765625,39165
2025-02-24 14:32:00+00:00,457.3349914550781,457.8800048828125,456.7099914550781,457.43499755859375,21220
2025-02-24 14:33:00+00:00,456.9150085449219,457.9200134277344,456.9150085449219,457.3349914550781,3819
2025-02-24 14:34:00+00:00,456.9849853515625,457.19000244140625,456.75,457.19000244140625,2725
2025-02-24 14:35:00+00:00,456.6300048828125,456.8500061035156,456.44000244140625,456.8500061035156,2709
2025-02-24 14:36:00+00:00,456.54998779296875,456.70001220703125,456.4700012207031,456.5950012207031,2494
2025-02-24 14:37:00+00:00,457.05999755859375,457.3599853515625,456.75,456.8800048828125,9048
2025-02-24 14:38:00+00:00,456.4100036621094,456.989990234375,456.4100036621094,456.989990234375,1638
2025-02-24 14:39:00+00:00,457.3900146484375,457.3900146484375,456.0199890136719,456.0199890136719,8053
2025-02-24 14:40:00+00:00,456.6600036621094,457.3966979980469,456.6600036621094,457.3966979980469,4328
2025-02-24 14:41:00+00:00,456.8450012207031,456.8450012207031,456.5,456.5,1558
2025-02-24 14:42:00+00:00,456.5400085449219,457.010009765625,456.5199890136719,456.5199890136719,2306
2025-02-24 14:43:00+00:00,456.7749938964844,456.864990234375,456.5799865722656,456.864990234375,3585
2025-02-24 14:44:00+00:00,457.5050048828125,457.5050048828125,456.6499938964844,456.6499938964844,27246
2025-02-24 14:45:00+00:00,457.7900085449219,458.17999267578125,457.5,457.5,36179
2025-02-24 14:46:00+00:00,457.3299865722656,457.3699951171875,456.989990234375,457.3599853515625,1983
2025-02-24 14:47:00+00:00,457.29998779296875,457.3374938964844,457.1449890136719,457.3349914550781,3097
2025-02-24 14:48:00+00:00,457.114990234375,457.5679931640625,457.114990234375,457.5679931640625,1772
2025-02-24 14:49:00+00:00,457.5050048828125,457.94000244140625,457.04998779296875,457.29998779296875,6715
2025-02-24 14:50:00+00:00,458.30999755859375,458.5400085449219,457.4750061035156,457.75,7654
2025-02-24 14:51:00+00:00,458.510009765625,458.6650085449219,458.2699890136719,458.489990234375,3202
2025-02-24 14:52:00+00:00,459.010009765625,459.010009765625,458.635986328125,458.7449951171875,5499
2025-02-24 14:53:00+00:00,458.9599914550781,458.9599914550781,458.8599853515625,458.9549865722656,959
2025-02-24 14:54:00+00:00,458.95001220703125,458.95001220703125,458.94500732421875,458.94500732421875,1019
2025-02-24 14:55:00+00:00,459.5249938964844,459.6000061035156,458.94000244140625,458.9549865722656,4164
2025-02-24 14:56:00+00:00,459.8974914550781,460.5400085449219,459.7699890136719,459.7699890136719,21010
2025-02-24 14:57:00+00:00,460.92999267578125,460.92999267578125,460.07501220703125,460.07501220703125,4408
2025-02-24 14:58:00+00:00,461.010009765625,461.5799865722656,460.7049865722656,460.9200134277344,9395
2025-02-24 14:59:00+00:00,461.1549987792969,461.18499755859375,460.6300048828125,460.67999267578125,12534
2025-02-24 15:00:00+00:00,461.2250061035156,461.44000244140625,460.6300048828125,460.7099914550781,3987
2025-02-24 15:01:00+00:00,460.9949951171875,461.3800048828125,460.69000244140625,461.2200012207031,7441
2025-02-24 15:02:00+00:00,461.0249938964844,461.2099914550781,460.7099914550781,461.0,9051
2025-02-24 15:03:00+00:00,461.79998779296875,462.2799987792969,461.0249938964844,461.0249938964844,6281
2025-02-24 15:04:00+00:00,461.760009765625,462.1549987792969,461.3699951171875,461.8450012207031,9909
2025-02-24 15:05:00+00:00,461.30999755859375,462.010009765625,461.19500732421875,461.760009765625,12142
2025-02-24 15:06:00+00:00,461.70001220703125,462.2200012207031,461.30999755859375,461.30999755859375,12634
2025-02-24 15:07:00+00:00,461.6650085449219,462.5534973144531,461.6650085449219,461.8900146484375,9863
2025-02-24 15:08:00+00:00,461.1499938964844,461.75,461.1499938964844,461.6600036621094,6226
2025-02-24 15:09:00+00:00,461.0050048828125,461.3399963378906,460.9079895019531,461.0299987792969,3858
2025-02-24 15:10:00+00:00,461.239990234375,461.29998779296875,460.989990234375,461.05999755859375,3357
2025-02-24 15:11:00+00:00,461.31500244140625,461.4224853515625,461.010009765625,461.1600036621094,9915
2025-02-24 15:12:00+00:00,461.1549987792969,461.30999755859375,460.9599914550781,461.30999755859375,4053
2025-02-24 15:13:00+00:00,461.3699951171875,461.3699951171875,461.1549987792969,461.1549987792969,2718
2025-02-24 15:14:00+00:00,460.7550048828125,461.01129150390625,460.7550048828125,461.010009765625,4190
2025-02-24 15:15:00+00:00,460.7149963378906,461.06671142578125,460.7149963378906,461.06671142578125,735
2025-02-24 15:16:00+00:00,460.8900146484375,460.8900146484375,460.3999938964844,460.7149963378906,3644
2025-02-24 15:17:00+00:00,460.7049865722656,460.9700012207031,460.3999938964844,460.8900146484375,2051
2025-02-24 15:18:00+00:00,460.7300109863281,460.79949951171875,460.7300109863281,460.7300109863281,4194
2025-02-24 15:19:00+00:00,460.55999755859375,460.96600341796875,460.32000732421875,460.7300109863281,5943
2025-02-24 15:20:00+00:00,461.0400085449219,461.0400085449219,460.17999267578125,460.79998779296875,15369
2025-02-24 15:21:00+00:00,461.44000244140625,461.55999755859375,460.7699890136719,460.9800109863281,2125
2025-02-24 15:22:00+00:00,461.9750061035156,461.9750061035156,461.4700012207031,461.57000732421875,1404
2025-02-24 15:23:00+00:00,461.92498779296875,461.9949951171875,461.92498779296875,461.9949951171875,3123
2025-02-24 15:24:00+00:00,461.82000732421875,461.8299865722656,461.69000244140625,461.8299865722656,2500
2025-02-24 15:25:00+00:00,461.82000732421875,461.82000732421875,461.82000732421875,461.82000732421875,1786
2025-02-24 15:26:00+00:00,461.7850036621094,462.0899963378906,461.7850036621094,461.7950134277344,5254
2025-02-24 15:27:00+00:00,461.7099914550781,461.7900085449219,461.7099914550781,461.7900085449219,491
2025-02-24 15:28:00+00:00,462.0400085449219,462.0400085449219,461.7900085449219,461.7900085449219,2144
2025-02-24 15:29:00+00:00,462.0213928222656,462.2300109863281,461.6600036621094,462.0799865722656,6397
2025-02-24 15:30:00+00:00,462.2699890136719,462.2699890136719,462.010009765625,462.260009765625,4796
2025-02-24 15:31:00+00:00,462.93499755859375,462.93499755859375,462.5,462.5,3299
2025-02-24 15:32:00+00:00,462.7449951171875,462.92620849609375,462.6159973144531,462.6159973144531,2316
2025-02-24 15:33:00+00:00,462.6650085449219,462.7449951171875,462.6600036621094,462.7449951171875,2971
2025-02-24 15:34:00+00:00,463.0050048828125,463.0799865722656,462.625,462.7099914550781,7116
2025-02-24 15:35:00+00:00,462.80499267578125,462.9100036621094,462.7300109863281,462.9100036621094,3250
2025-02-24 15:36:00+00:00,462.82501220703125,462.82501220703125,462.7900085449219,462.7900085449219,601
2025-02-24 15:37:00+00:00,462.4100036621094,462.7699890136719,462.3800048828125,462.7699890136719,4978
2025-02-24 15:38:00+00:00,462.5050048828125,462.5050048828125,462.3699951171875,462.5050048828125,1831
2025-02-24 15:39:00+00:00,462.0899963378906,462.4200134277344,461.82501220703125,462.4200134277344,5690
2025-02-24 15:40:00+00:00,461.7583923339844,461.7583923339844,461.7583923339844,461.7583923339844,424
2025-02-24 15:41:00+00:00,461.4849853515625,461.7250061035156,461.375,461.7250061035156,8552
2025-02-24 15:42:00+00:00,461.67401123046875,461.67401123046875,461.4849853515625,461.4849853515625,1465
2025-02-24 15:43:00+00:00,461.4700012207031,461.5799865722656,461.4700012207031,461.4800109863281,12002
2025-02-24 15:44:00+00:00,461.4599914550781,461.4599914550781,461.4599914550781,461.4599914550781,649
2025-02-24 15:45:00+00:00,461.6000061035156,461.7799987792969,461.44000244140625,461.44000244140625,3162
2025-02-24 15:46:00+00:00,462.1600036621094,462.1600036621094,461.5849914550781,461.5849914550781,2971
2025-02-24 15:47:00+00:00,462.2449951171875,462.2550048828125,462.0199890136719,462.0199890136719,1786
2025-02-24 15:48:00+00:00,462.5899963378906,462.5899963378906,462.5199890136719,462.5199890136719,2948
2025-02-24 15:49:00+00:00,463.44000244140625,463.44000244140625,462.5799865722656,462.6600036621094,4213
2025-02-24 15:50:00+00:00,463.30499267578125,463.5199890136719,463.2900085449219,463.4775085449219,3938
2025-02-24 15:51:00+00:00,463.56500244140625,463.7974853515625,463.2900085449219,463.29998779296875,5487
2025-02-24 15:52:00+00:00,463.69500732421875,463.8399963378906,463.5899963378906,463.79998779296875,2908
2025-02-24 15:53:00+00:00,463.4549865722656,463.4549865722656,463.4100036621094,463.4100036621094,1780
