Price,Close,High,Low,Open,Volume
Ticker,LLY,LLY,LLY,LLY,LLY
Datetime,,,,,
2025-02-24 14:30:00+00:00,876.010009765625,879.8900146484375,876.010009765625,879.2899780273438,16423
2025-02-24 14:31:00+00:00,879.5999145507812,879.6900024414062,875.0,875.0,61249
2025-02-24 14:32:00+00:00,879.0499877929688,880.97998046875,878.5499877929688,878.87158203125,8916
2025-02-24 14:33:00+00:00,878.7531127929688,879.9000244140625,877.8699951171875,878.9500122070312,14846
2025-02-24 14:34:00+00:00,880.3699951171875,881.489990234375,878.8154907226562,879.8900146484375,6852
2025-02-24 14:35:00+00:00,878.4400024414062,880.9400024414062,877.719970703125,880.9400024414062,15609
2025-02-24 14:36:00+00:00,876.8099975585938,879.0,876.780029296875,878.8900146484375,6981
2025-02-24 14:37:00+00:00,877.344970703125,877.4600219726562,876.0579833984375,876.5499877929688,5970
2025-02-24 14:38:00+00:00,876.030029296875,876.9199829101562,875.0999755859375,876.9099731445312,8879
2025-02-24 14:39:00+00:00,874.6099853515625,875.2100219726562,874.5800170898438,875.1900024414062,6686
2025-02-24 14:40:00+00:00,873.219970703125,874.5,872.2899780273438,874.5,16761
2025-02-24 14:41:00+00:00,875.0599975585938,875.3599853515625,873.3668823242188,873.3668823242188,8512
2025-02-24 14:42:00+00:00,875.52001953125,876.0700073242188,875.0349731445312,876.0700073242188,6741
2025-02-24 14:43:00+00:00,874.6192016601562,875.0599975585938,874.6192016601562,875.0,4327
2025-02-24 14:44:00+00:00,876.7999877929688,876.8099975585938,875.52001953125,875.52001953125,3894
2025-02-24 14:45:00+00:00,875.1500244140625,877.02001953125,874.27001953125,875.77001953125,8154
2025-02-24 14:46:00+00:00,874.260009765625,875.510009765625,874.0399780273438,875.010009765625,3599
2025-02-24 14:47:00+00:00,874.469970703125,875.0599975585938,874.1300048828125,874.655029296875,6502
2025-02-24 14:48:00+00:00,875.2050170898438,875.52001953125,874.0399780273438,874.0700073242188,11272
2025-02-24 14:49:00+00:00,875.625,875.989990234375,875.2000732421875,875.6699829101562,2888
2025-02-24 14:50:00+00:00,877.969970703125,877.969970703125,875.6699829101562,875.885009765625,9382
2025-02-24 14:51:00+00:00,878.4299926757812,879.3900146484375,877.9915161132812,877.9998779296875,11160
2025-02-24 14:52:00+00:00,878.8099975585938,878.8099975585938,877.8699951171875,878.1400146484375,2376
2025-02-24 14:53:00+00:00,877.5,878.760009765625,877.030029296875,878.14501953125,6363
2025-02-24 14:54:00+00:00,879.3099975585938,879.3099975585938,877.5,877.5,3909
2025-02-24 14:55:00+00:00,876.280029296875,879.5700073242188,876.280029296875,878.6400146484375,10198
2025-02-24 14:56:00+00:00,876.9500122070312,877.3699951171875,876.0900268554688,876.3900146484375,5965
2025-02-24 14:57:00+00:00,876.6749877929688,877.0,876.0601196289062,876.719970703125,6307
2025-02-24 14:58:00+00:00,876.7200927734375,877.0599975585938,875.2100219726562,876.1599731445312,13621
2025-02-24 14:59:00+00:00,876.8699951171875,878.0,876.802978515625,877.3599853515625,8191
2025-02-24 15:00:00+00:00,878.989990234375,880.9498901367188,876.9199829101562,876.9199829101562,16044
2025-02-24 15:01:00+00:00,879.0800170898438,879.3499755859375,878.0,878.75,4865
2025-02-24 15:02:00+00:00,876.4400024414062,878.5900268554688,875.60498046875,878.5,11910
2025-02-24 15:03:00+00:00,876.280029296875,876.8845825195312,875.5975952148438,876.4000244140625,3444
2025-02-24 15:04:00+00:00,876.030029296875,877.1699829101562,876.0,876.6500244140625,7006
2025-02-24 15:05:00+00:00,877.8499755859375,877.8499755859375,876.3900146484375,876.7750244140625,7666
2025-02-24 15:06:00+00:00,876.8099975585938,877.8800048828125,876.330078125,877.5850219726562,6180
2025-02-24 15:07:00+00:00,877.4000244140625,878.02001953125,876.8619995117188,877.1900024414062,5144
2025-02-24 15:08:00+00:00,876.510009765625,877.910888671875,876.219970703125,877.4299926757812,8948
2025-02-24 15:09:00+00:00,877.4000244140625,877.4000244140625,875.0499877929688,875.7999877929688,6697
2025-02-24 15:10:00+00:00,875.9400024414062,876.9949951171875,875.5131225585938,876.9849853515625,6983
2025-02-24 15:11:00+00:00,874.8099975585938,876.1967163085938,874.6199951171875,875.72998046875,5583
2025-02-24 15:12:00+00:00,874.7349853515625,875.1599731445312,874.25,874.8099975585938,9477
2025-02-24 15:13:00+00:00,872.8499755859375,874.5399780273438,872.50830078125,874.5399780273438,12423
2025-02-24 15:14:00+00:00,873.22998046875,873.4500122070312,872.7567138671875,872.7567138671875,6672
2025-02-24 15:15:00+00:00,872.8300170898438,873.6799926757812,872.8300170898438,873.448486328125,6990
2025-02-24 15:16:00+00:00,874.02001953125,874.02001953125,872.0,872.8350219726562,6711
2025-02-24 15:17:00+00:00,874.9089965820312,875.3250122070312,873.7100219726562,874.3350219726562,5642
2025-02-24 15:18:00+00:00,876.3400268554688,876.64990234375,875.06298828125,875.06298828125,11390
2025-02-24 15:19:00+00:00,875.5800170898438,876.1500244140625,875.5330200195312,875.75,3019
2025-02-24 15:20:00+00:00,875.4299926757812,875.989990234375,875.2000122070312,875.3353271484375,3343
2025-02-24 15:21:00+00:00,876.5599975585938,876.77001953125,875.4299926757812,875.7100219726562,5137
2025-02-24 15:22:00+00:00,877.030029296875,877.5474243164062,876.3200073242188,876.4500122070312,5421
2025-02-24 15:23:00+00:00,875.1099853515625,877.030029296875,875.1099853515625,877.030029296875,9391
2025-02-24 15:24:00+00:00,874.5999755859375,875.1199951171875,874.4199829101562,875.1099853515625,3932
2025-02-24 15:25:00+00:00,874.0399780273438,874.6400146484375,873.4000244140625,874.385009765625,10166
2025-02-24 15:26:00+00:00,873.2750244140625,873.9400024414062,872.5701293945312,873.6199951171875,7305
2025-02-24 15:27:00+00:00,871.260009765625,872.1500244140625,871.1500244140625,872.0,5773
2025-02-24 15:28:00+00:00,871.6900024414062,872.8099975585938,871.6900024414062,871.8300170898438,10752
2025-02-24 15:29:00+00:00,870.5700073242188,872.094970703125,870.1898193359375,872.094970703125,11813
2025-02-24 15:30:00+00:00,870.47998046875,871.239990234375,870.0175170898438,870.75,15385
2025-02-24 15:31:00+00:00,874.364990234375,874.72998046875,870.3099975585938,870.4650268554688,12752
2025-02-24 15:32:00+00:00,873.3499755859375,874.7249755859375,873.3499755859375,874.0,5481
2025-02-24 15:33:00+00:00,873.4600219726562,873.6699829101562,873.1799926757812,873.4600219726562,3321
2025-02-24 15:34:00+00:00,874.0999755859375,874.155029296875,872.4500122070312,873.4600219726562,11469
2025-02-24 15:35:00+00:00,874.1599731445312,874.5599975585938,873.3740234375,874.1950073242188,3280
2025-02-24 15:36:00+00:00,873.8599853515625,874.27001953125,873.6599731445312,874.1500244140625,3824
2025-02-24 15:37:00+00:00,874.4600219726562,874.6900024414062,872.7999877929688,873.7000122070312,6694
2025-02-24 15:38:00+00:00,874.739990234375,875.4400024414062,873.7000122070312,874.19189453125,3954
2025-02-24 15:39:00+00:00,876.239990234375,876.4400024414062,874.97998046875,874.97998046875,4136
