time,open,high,low,close,volume,ret_1,hl_spread,oc_spread,sma_10,vol_z20,scipy_savgol
2026-01-14,691.0,691.719970703125,686.0399780273438,690.3599853515625,94676700,0.0,0.0082275809668904,-0.0009262151207489146,,,692.5658624822439
2026-01-15,694.5700073242188,695.4500122070312,691.25,692.239990234375,77862000,0.0027232240029890775,0.0060672776295533455,-0.0033546180590491867,,,689.1629601680869
2026-01-16,693.6599731445312,694.25,690.0999755859375,691.6599731445312,79289200,-0.0008378844014015341,0.006000093362631668,-0.0028832570386518167,,,686.8681726496973
2026-01-20,681.489990234375,684.77001953125,676.5700073242188,677.5800170898438,111623300,-0.020356759970762806,0.012101909737907706,-0.0057373889573734595,,,685.6814999270749
2026-01-21,679.6500244140625,688.739990234375,678.1300048828125,685.4000244140625,127844500,0.011541083159159804,0.015479989748516287,0.00846023658272825,,,685.602942000219
2026-01-22,689.8499755859375,691.1300048828125,686.9199829101562,688.97998046875,77112200,0.005223163010167564,0.006110514226831303,-0.0012611366934507067,,,686.5851474778467
2026-01-23,688.1500244140625,690.9600219726562,687.1599731445312,689.22998046875,63059600,0.00036285524556167736,0.00551347001118634,0.0015693613548979348,,,689.4109018829467
2026-01-26,690.489990234375,694.1300048828125,689.9199829101562,692.72998046875,60473800,0.00507813081145958,0.006077435785018936,0.0032440589524182295,,,693.459550337357
2026-01-27,694.1799926757812,696.530029296875,693.5700073242188,695.489990234375,55506100,0.003984250492172103,0.004256023830995388,0.001887115117714993,,,693.8433991139059
2026-01-28,697.0499877929688,697.8400268554688,693.9400024414062,695.4199829101562,61172200,-0.0001006589961060067,0.00560815695537233,-0.002338433270723518,689.9089904785156,,694.8222706452067
2026-01-29,696.3900146484375,697.0599975585938,684.8300170898438,694.0399780273438,97486200,-0.001984419367757506,0.017621435156388303,-0.0033745983883472714,690.2769897460937,,695.1529665199699
2026-01-30,691.7899780273438,694.2100219726562,687.1199951171875,691.969970703125,101835100,-0.002982547677011782,0.010246148179326954,0.0002601839886355445,690.2499877929688,,694.5270412164323
2026-02-02,689.5800170898438,696.9299926757812,689.4199829101562,695.4099731445312,79286500,0.004971317523953855,0.01079939899576929,0.008454357594773412,690.6249877929688,,690.7939725273089
2026-02-03,696.2100219726562,696.9600219726562,684.030029296875,689.530029296875,107904600,-0.008455363130712823,0.01875189205170103,-0.009594795341862528,691.8199890136718,,687.9270510983148
2026-02-04,690.3499755859375,691.4500122070312,681.760009765625,686.1900024414062,105204600,-0.0048439179057576665,0.014121456749486349,-0.006025890188524241,691.8989868164062,,686.839829217819
2026-02-05,680.9400024414062,683.6900024414062,675.7899780273438,677.6199951171875,113610800,-0.0124892628772314,0.011658487752706103,-0.00487562386159628,690.76298828125,,686.778921680532
2026-02-06,681.4600219726562,692.3099975585938,680.8499755859375,690.6199951171875,89127600,0.019184793975496328,0.01659381722753576,0.013441688212340644,690.9019897460937,,688.2945059904278
2026-02-09,689.4199829101562,695.8699951171875,688.3400268554688,693.9500122070312,73885200,0.004821779145387506,0.010850879932648922,0.006570783280393171,691.0239929199219,,689.9229028214614
2026-02-10,694.9500122070312,696.5399780273438,691.6599731445312,692.1199951171875,65185700,-0.0026371021797716443,0.0070508075438367205,-0.004072259932561401,690.6869934082031,,689.2563017081386
2026-02-11,696.3900146484375,697.1400146484375,689.1799926757812,691.9600219726562,76353900,-0.00023113498477123073,0.011503586507734405,-0.006361367312277831,690.3409973144531,-0.4630160016141808,687.7798321084023
2026-02-12,694.239990234375,695.3499755859375,680.3699951171875,681.27001953125,118829000,-0.015448872914552103,0.021988315997021304,-0.01868225813201332,689.0640014648437,1.44867703668394,685.4934940222535
2026-02-13,681.6900024414062,686.280029296875,677.52001953125,681.75,96150400,0.0007045377823615695,0.01284929925284195,8.801296539317666e-05,688.0420043945312,0.37079841869748154,682.3972874496918
