ticker,period,interval,object,sha256,size,created_utc
QQQ,1mo,1d,objects/e1/2d0c523f3978085e887c78860b38a113e0677d24d38c7e2afbbf2defa319e2.dat,e12d0c523f3978085e887c78860b38a113e0677d24d38c7e2afbbf2defa319e2,3552,2026-02-15T00:37:13.220886+00:00
SPY,1mo,1d,objects/fc/a9062c32d5c3d7cb163fd04dfe61779cba18de9d89592c8e993681d4f5f5a1.dat,fca9062c32d5c3d7cb163fd04dfe61779cba18de9d89592c8e993681d4f5f5a1,3552,2026-02-15T00:37:13.221871+00:00
20260215T003916Z,SPY,1mo,1d,objects/3b/ec0fd2505aaddfe409b4d86bbc310c15644bd7b8ebc10d1b71acbae7cf0969.dat,3bec0fd2505aaddfe409b4d86bbc310c15644bd7b8ebc10d1b71acbae7cf0969,3552,2026-02-15T00:39:16.983805+00:00
20260215T003929Z,SPY,1mo,1d,objects/46/5aac3d3d6998a77045e8e273b65217d6f4427ac9543b817ac3fe34c1c2d8dd.dat,465aac3d3d6998a77045e8e273b65217d6f4427ac9543b817ac3fe34c1c2d8dd,3552,2026-02-15T00:39:29.299437+00:00
20260215T003937Z,SPY,1mo,1d,objects/25/31ba5c513bda5827541ec2f33e55a21d03565ad0409f02b73c924b0f171537.dat,2531ba5c513bda5827541ec2f33e55a21d03565ad0409f02b73c924b0f171537,3552,2026-02-15T00:39:37.256375+00:00
20260215T005213Z,SPY,1mo,1d,objects/f3/bd18d171fdb8029ca72b53d5c887b5a62fe57f914f6370d6a883ce76f8f6e5.dat,f3bd18d171fdb8029ca72b53d5c887b5a62fe57f914f6370d6a883ce76f8f6e5,3552,2026-02-15T00:52:13.458978+00:00
